id_developer	developers
1324	Asymmetric
1325	Asymptotic Games
1326	atabiszewski
1327	Atakote Studios
1328	Atansoft
1329	Atapki
1330	Atara Games
1331	Atarei
1332	Ataverti
1333	ATC Games
1334	Ate134
1335	Atelier 801
1336	Atelier Melon-Kissa
1337	Aterdux Entertainment
1338	AtGames
1339	Athena Works
1340	Atixx
1341	ATLUS
1342	Atmosphere Entertainment Studios
1343	Atom Republic
1344	Atom Switch, Inc.
1345	ATOMIC BREATH
1346	Atomic Drop Games
1347	Atomic Fabrik
1348	Atomic Jelly
1349	Atomic Pi�ata
1350	Atomic Planet
1351	Atomic Pond Studios
1352	Atomic Raccoon Studio
1353	Atomic Wolf
1354	Atomic-Invasion
1355	Atomicom
1356	Atomicom Limited
1357	AtomicTorch Studio
1358	AtomTeam
1359	Ator Neba
1360	Atorasoft
1361	Atrax Games
1362	Atreyu Games Pty. Ltd.
1363	Atriagames
1364	ATTACK MOUNTAIN
1365	attic Entertainment Software GmbH
1366	Attila D.
1367	Attila Vitez
1368	Attract Mode Games
1369	Attraction Studios
1370	Attu Games
1371	Atum Software
1372	Atypical Games
1373	Aubrey Isaacman
1374	Auburn Sounds
1375	Augusto G�mez Egu�luz
1376	Auld Games
1377	Aundre Rogers
1378	AuraLab
1379	Auraro
1380	AurealStudio
1381	Aurelien Regard
1382	Aurelien Regard Games
1383	Auroch Digital
1384	AURORA Games
1385	Aurora Studio
1386	AuroraCorp
1387	Aurox Studios
1388	AurumDust
1389	Austin Boucher
1390	Austin Lewis
1391	Austin Pinzon
1392	Australian Broadcasting Corporation
1393	Autarca
1394	AutoAttack Games
1395	Autobotika
1396	Automata Source
1397	Automaton
1398	Autonomic Interactive
1399	AUTOSAVE
1400	Autotelic Games LLC
1401	Autotivity Entertainment
1402	Autumn Moon
1403	Autumn VR
1404	AV media lab
1405	AVA Gaming
1406	Avalanche Publishing
1407	Avalanche Software
1408	Avalanche Studios
1409	Avallon Alliance
1410	Avasion
1411	Avatar Creations
1412	Avatarico
1413	AVB VR Games
1414	AVE
1415	Avekvist
1416	Avenal Investments Ltd
1417	Aventy's team
1418	Aves Games
1419	Avi Rosenblum
1420	Avidly Wild Games
1421	Avinash Kalapala
1422	Avisgames
1423	Avocavo
1424	AVRLON VR Studio
1425	Awaceb
1426	Awakened
1427	AWAR
1428	AWE Games
1429	Awem Studio
1430	Awesome Enterprises
1431	Awesome Games Studio
1432	Awesome Industries
1433	Awesome Stuff Software
1434	AwesomeBlade
1435	Aweswan studios
1436	Awfully Nice Studios
1437	Awoker Games
1438	Axe Studio
1439	Axed Game Studio
1440	Axel Anderson
1441	Axel Shokk
1442	Axel Sonic
1443	Axiomatic Games
1444	AxiPLAY
1445	Axis Game Factory LLC
1446	Axis Game Factory, Inc.
1447	Axis Games
1448	Axis Granted Creations Team
1449	Axol Studio, LLC
1450	Axolot Games
1451	Axyos Games
1452	Aya Game Studio
1453	AYE Technology
1454	AYGames
1455	Ayman Isam Alketbi
1456	Ayrik
1457	Ayy Caramba Games
1458	AZ-Art Development Studio
1459	AZAMATIKA
1460	Azat Khafizov Design
1461	AzDimension
1462	Azerion
1463	azimut team
1464	Azimuthstar
1465	Azorian
1466	Azucena Nu�ez
1467	Azurezero
1468	A�ronie
1469	b movie games
1470	b-Alive
1471	b-alive gmbh
1472	B-evil
1473	B.
1474	B.Bit
1475	b08
1476	B2Expand
1477	B4T Games
1478	B52 Development Team
1479	Baba Yaga Games
1480	Babaroga, LLC
1481	Babeltime
1482	Babloon Studios
1483	Baby Duka
1484	Babylon
1485	Back To Basics Gaming
1486	Backburner Games
1487	BacklotRealities
1488	Backstab Games
1489	Backward pieS
1490	Backwoods Entertainment
1491	Bacon Bandit Games
1492	Bacon Wrapped Games
1493	Bacq Stellan
1494	Bacus Studios
1495	Bad Attempt
1496	Bad Bird Studios
1497	Bad Cast games
1498	bad chalk
1499	Bad Coffee Games
1500	Bad Gravity
1501	Bad Logic Studios
1502	bad monkee
1503	Bad Monkey Love
1504	Bad Panda Games
1505	Bad Pixel
1506	Bad Rhino Games LLC
1507	Bad Seed
1508	BadCat Studios
1509	BadFly Interactive, a.s.
1510	BadgerHammer
1511	Badim
1512	Badland Development Studio
1513	BadLand Games Publishing S.L.
1514	Badland Studio
1515	Badosz
1516	Badri Bebua
1517	Badru
1518	BadWolf Games
1519	Bae Team
1520	Baffled Games
1521	BagelMaster5000
1522	Baggy Cat Ltd
1523	Baiacu Games
1524	Bail! Enemy Jet!
1525	BaileyHausdorff Systems
1526	Bainware LLC
1527	BajoGames
1528	Baked Games
1529	BAKENEKO GAMES
1530	Bakershah Games
1531	Bakhti Baymukhamedov
1532	baKno Games
1533	Bakufu Narayama
1534	Bala Vicknesh
1535	Balcony Team
1536	Balder Game Studio
1537	Baldur Games
1538	Baller Industries
1539	Ballista Studios IVS
1540	Ballistic Frogs
1541	Ballistic Interactive
1542	Balraj Singh Bains
1543	Baltica Games
1544	Bambastic Games
1545	Bamboo Secrets Co.,Limited
1546	Bamtang
1547	BANDAI NAMCO Entertainment Inc.
1548	BANDAI NAMCO Studio
1549	BANDAI NAMCO Studio Inc.
1550	BANDAI NAMCO Studios
1551	BANDAI NAMCO Studios Inc.
1552	BANDAI NAMCO Studios Vancouver
1553	Bandit-1
1554	Bane Games
1555	Bankroll Studios
1556	Bannerman Games
1557	Banyango
1558	Baobab Studios Inc.
1559	Baptiste Degryse
1560	Baptiste Gr�ve
1561	BARCHboi
1562	Bare Mettle Entertainment
1563	BarelyEntertainment
1564	Bareware Studios
1565	Barkers Crest Studio LLC
1566	Barking Dog Studios
1567	Barlock Games
1568	Barnaque
1569	Barnstorm Games
1570	Barnyard Intelligence Games
1571	Baronnerie Games
1572	Baroque Decay
1573	Barracuda Disaster
1574	Barrel Roll Games
1575	Barry McCabe
1576	BARS STUDIOS
1577	Bartosh Polonski
1578	Bartosz Bialek
1579	Bartosz Bojarowski
1580	Bartosz Zajkowski
1581	Barto� Studio
1582	Barty Games
1583	Basaltic studio
1584	Basecamp Games
1585	Based On The Play
1586	Basic Sloth
1587	Basilisk Games
1588	Bass Pro Shops
1589	Bastien Darbellay
1590	Bastien Ollivo
1591	Bat Byte
1592	Bat Country Games, LLC
1593	BatCat Games
1594	batensan
1595	Batholith Entertainment
1596	Batovi Games Studio
1597	Battenberg Software
1598	Batterystaple Games
1599	Battle Blockyverse Studios
1600	Battle Crafters LLC
1601	Battle Factory
1602	battle fire studio
1603	Battle of Kings Team
1604	BattleByte
1605	Battlecruiser Games
1606	BattleGames
1607	BattleGoat Studios
1608	Battleham
1609	BATTLESQUATCH
1610	Batu Games LLC
1611	Bauer
1612	Bawu Team
1613	Bazitov Mikhail
1614	BBB Games
1615	BBC Media Applications Technologies Limited
1616	BBG Entertainment GmbH
1617	BBit
1618	BBQ Games
1619	BC
1620	bc likes you
1621	BC.W
1622	BD Studio Games
1623	Be hate Free.org
1624	BeagleGames
1625	Beam Software
1626	Beam Team Games
1627	Beamdog
1628	BeamNG
1629	Beamz Interactive, Inc.
1630	Bean Boy Games
1631	Beanstalk VR Team (BYU)
1632	Bear & Cat Studio
1633	Bear Box Media
1634	Bear Gears Studio
1635	Bearcat Games
1636	Beard Games Studio
1637	Beard Wizard
1638	Bearded Bird Game Studio
1639	Bearded Bunnies
1640	Bearded Eye
1641	Bearded Giant Games
1642	BeardedBrothers.games
1643	Beardserk
1644	BearFighterDev
1645	Beast Games
1646	Beast Mode Games
1647	Beast, Inc.
1648	Beat Games
1649	Beat-Fu Studio
1650	BeatBoxer LLC
1651	Beatnik Games
1652	Beatrice
1653	Beatshapers
1654	BeatShipsGame
1655	Beatsie Boys
1656	Beautiful Glitch
1657	BeautiFun Games
1658	Beaver Drummer
1659	Beavis Soft
1660	BeBold
1661	Because Because Games
1662	Because I Can
1663	Beckoning Cat
1664	BeconGamesCorp
1665	Bedlam Games
1666	Bedtime Digital Games
1667	Bedtime Phobias
1668	BeehiveBob
1669	Beemoov
1670	Beenox
1671	Beep Games, Inc.
1672	Beep2Bleep.com
1673	BeetleFish Studios
1674	BefuddleBug
1675	BeHappy Studios
1676	Behaviour Digital Inc.
1677	Behaviour Interactive
1678	Behaviour Interactive Inc.
1679	BEHEMUTT
1680	Behold Studios
1681	Behtam Developer
1682	Beijing AMPBox Technology Co., Ltd.
1683	BeiJing Da Xing Media Limited Company
1684	Beijing Elysium Interactive Technology Co.,Ltd.
1685	BeiJing FlyDream Interactive co.,ltd
1686	Beijing Gravitational Waves VR technology co.,LTD
1687	Beijing INFITFUN Technology Co.Ltd
1688	Beijing LightingFire
1689	Beijing Litchi Culture Media Co., Ltd.
1690	Beijing Omnicity Technology Co., Ltd.
1691	Beijing Skyline Interaction Technology Co., Ltd.
1692	Beijing Touch the heart interactive technology co., LTD
1693	Beijing Xinrun Technology Co.,Ltd
1694	beishizixin
1695	Bekho Team
1696	BekkerDev Studio
1697	BEKoshi
1698	Belarus Games
1699	Beldarak Games
1700	Belka VR
1701	Bellcat Game
1702	Belleal Games
1703	BelleGames Ltd.
1704	Bellosoft
1705	Below the Game
1706	Bemami
1707	Bemoworld Studios
1708	Ben 'Yahtzee' Croshaw
1709	Ben Allen
1710	Ben Aprigliano
1711	Ben Busby
1712	Ben Esposito
1713	Ben Garney
1714	Ben Hartnett
1715	Ben Harvey
1716	Ben Hendel-Doying
1717	Ben Hopkins
1718	Ben Lovegrove
1719	Ben Makarechian
1720	Ben McNelly
1721	Ben Otter
1722	Ben Rawles
1723	Ben Robinson
1724	Ben Rog-Wilhelm
1725	Ben Strijbos
1726	Benarom Games
1727	Bence Sipka
1728	Benedict Fritz
1729	Benjamin Davis
1730	Benjamin Famiglietti
1731	Benjamin Lapid
1732	Benjamin Mathis
1733	Benjamin Niu
1734	Benjamin Outram
1735	Benjamin Rivers Inc.
1736	Benjamin Rommel Games
1737	Benjamin Scott
1738	Benjamin Soul�
1739	Benjy Bates
1740	Benn Powell
1741	Bennett Foddy
1742	Bento Studio
1743	Bento-Studio
1744	Berdochan
1745	Berezka
1746	Bergie Games
1747	BerlinGamesClub
1748	Bernackels
1749	BernhardM
1750	BernhardP
1751	Bernt Andreas Eide
1752	Berserk Games
1753	Berzerk Studio
1754	Besedka Games Studio
1755	BeshevGames
1756	Best Friend Games
1757	Best Gaem Studio
1758	Best Way
1759	Bestow
1760	BEta - indie
1761	BetaDwarf
1762	Betamaximus-128
1763	BetaSparkUK
1764	Betelgeuse Zero
1765	Bethesda Game Studios
1766	BeTomorrow
1767	BetsonGames
1768	Better Games LLC
1769	Betterburg
1770	Bevan McKechnie
1771	Bevel Studios
1772	Beyond Games
1773	Beyond Technical Inc.
1774	Beyond-Limits-Games
1775	beyondthosehills
1776	BGIXED
1777	bHaptics Inc.
1778	Biart
1779	Biart Company LLC
1780	bibimbapstudio
1781	BicBoi Bangers
1782	Bidaj
1783	bidmei
1784	Bidoniera Games
1785	Big Ant Studios
1786	Big Bad Wolf
1787	Big Blue Studios
1788	Big Boat Interactive
1789	BIG BOYS STUDIO
1790	Big Corporation
1791	Big Cow Studios
1792	Big Deez Productions
1793	Big Dorks Entertainment
1794	Big Dumb Fun Games
1795	Big Evil Corporation
1796	Big Fat Alien
1797	Big Fat Simulations Inc.
1798	Big Finish Games
1799	Big Fish Games
1800	Big Fish Studios
1801	Big Fun Games
1802	Big Galoot
1803	Big Green Pillow
1804	Big Hat Games
1805	Big Head Games Ltd
1806	Big Hit Games
1807	Big Horn Studio
1808	Big Huge Games
1809	Big Kitty Games
1810	Big Loop Studios
1811	Big Moustache Games
1812	Big O
1813	Big Pixel Studios
1814	Big Red Button
1815	Big Red Button Entertainment
1816	Big Red Button Entertainment, Inc
1817	Big Red Planet
1818	Big Robot Ltd
1819	Big Sandwich Games
1820	Big Splash Games, LLC
1821	Big Way Games
1822	BIG WOOD GAMES
1823	BigAnt Studios
1824	BigBlaze Games
1825	BigBox VR, Inc.
1826	BigBro Games
1827	Bigbug Studio
1828	BigCheeseGames
1829	BigCode Games Pvt Ltd
1830	Bigfingers
1831	BigfootDS
1832	BigGame
1833	Bigmoon Entertainment
1834	Bigmoon Studios
1835	BigMouthedDog Studio
1836	Bigosaur
1837	Bigscreen, Inc.
1838	BigTapir Games
1839	Bigzur Games
1840	Bikkuri Software
1841	Bilge Kaan
1842	Bill and Eli Productions
1843	Bill Ricardi
1844	Billy Chan
1845	Billy Goat Entertainment Ltd
1846	Billy Jazz Hills Stickley
1847	Bimboosoft Co.,Ltd.
1848	BiNAREE, Inc.
1849	Binary Cocoa
1850	Binary Emotions
1851	Binary Fortress Software
1852	Binary Fusion
1853	Binary Giants
1854	Binary Helix
1855	Binary Jellyfish
1856	Binary Soul
1857	Binary Souls
1858	Binary Takeover
1859	BinaryBox Studios
1860	BinaryDream
1861	Binarystudio 54
1862	Binji
1863	Binogure Studio
1864	Binx Interactive
1865	Bin�rkult
1866	Biodrone Studios
1867	Biological Systems Modeling
1868	Biome Collective
1869	Bionic Penguin
1870	Bionic Pony
1871	BIOSZARD Dev
1872	BioWare
1873	BioWare Corporation
1874	Bip Media
1875	biple_kfp
1876	biplekfp
1877	Birch Log
1878	Bird in Sky
1879	Bird Man Games
1880	Birdshark! Games
1881	Birdwall Games
1882	Biscuit Play
1883	BiscuitPlay
1884	Bishop Armstrong
1885	Bishop Games
1886	Bison
1887	Bison Kings Game Studios
1888	BisquitPlay
1889	Bit Bionic LLC
1890	Bit Blot, LLC
1891	Bit Byterz
1892	Bit Dragon
1893	Bit Golem
1894	Bit Juggler
1895	Bit Kid, Inc.
1896	Bit Nurse
1897	Bit Planet Games, LLC
1898	Bit Toys
1899	BIT-GEN
1900	Bit2Good Ug
1901	Bitbaboon
1902	BitBeamCannon.com
1903	bitBerg
1904	Bitbox Ltd.
1905	BitBreak I/S
1906	Bitca
1907	BitCake Studio
1908	bitComposer Games
1909	BitCutter Studios Inc.
1910	Bitecore Ltd.
1911	Biterkid
1912	BitFinity
1913	Bithell Games
1914	bitHuffel
1915	Bitmap Bureau
1916	Bitmen Studios
1917	BitMonster, Inc.
1918	bitmOO
1919	Bitporters LTD.
1920	Bits & Beasts
1921	BitsAlive Game Studios
1922	bitshift
1923	BitSits Games
1924	bitSmith Games
1925	Bitten Toast Games Inc.
1926	Bizarre Creations
1927	Bizengames
1928	Bizzy
1929	Bjarki Arge Andreasen
1930	BJGameInd
1931	Bjoern Grunewald
1932	bkdove studios
1933	BKOM Studios
1934	Bks
1935	BL-Logic
1936	Black Alchemy Games
1937	Black Banshee Studios
1938	Black Book Development
1939	Black Cactus
1940	Black Cell OG
1941	Black Chicken Studios, inc.
1942	Black Cloud Studios
1943	Black Curtain Studio
1944	Black Death Apps Limited
1945	Black Deck Crew
1946	Black Delta
1947	Black Diskette
1948	Black Dragon Studio
1949	Black Element
1950	Black Engine Games
1951	Black Eye Games
1952	Black FishMaker
1953	Black Flag Studios
1954	Black Forest Games
1955	Black Fox Entertainment
1956	Black Fox Pavilion
1957	Black Golem
1958	Black Hand Studio
1959	Black House
1960	Black Isle Studios
1961	Black Jacket Studios
1962	Black Lab Games
1963	Black Lime Studio
1964	Black Lion Studios
1965	Black Market Games
1966	Black Mouse
1967	Black Onyx Interactive
1968	Black Pants Studio
1969	Black Phoenix Studio
1970	Black Poodle Entertainment
1971	Black Potion
1972	Black Rock Studio
1973	Black Room Games
1974	Black Sea Studios Ltd
1975	Black Sheep Games
1976	Black Sheep studio
1977	Black Shell Games
1978	Black Side
1979	Black Smerch
1980	Black Snake Games
1981	Black Snowflake Games
1982	Black Train
1983	Black Void Media
1984	Black Whale Studios
1985	Black Wing Foundation
1986	Blackbird Interactive
1987	Blackcross & Taylor
1988	Blackfire Games
1989	BlackFoot Studios
1990	blackHound Studios GbR
1991	Blackjard Softworks
1992	Blacklight Interactive
1993	BlackMark Studio
1994	Blackmill Games
1995	BlackMoon Design
1996	BlackMuffin
1997	BlackOpzFX
1998	Blackpowder Games
1999	BlackRat
2000	Blackrose Industries
2001	Blacksea Odyssey
2002	Blacksmith
2003	Blacksmith Studios
2004	BlackSpot Entertainment
2005	Blacksword Games
2006	BlackTale Games
2007	Blackthorn Media Inc
2008	Blackthorn Media, Inc.
2009	BlackThug
2010	Blackturn Ltd
2011	Blackwood Specter
2012	Blagovest Penev
2013	Blaiz Entertainment
2014	Blak Iron Studios
2015	Blake Fix
2016	Blake Garner
2017	Blake Gillman
2018	Blake Pierce
2019	Blake W. Ford
2020	Blam! Games
2021	Blam! Games LLC
2022	blamedrop
2023	Blank Name Games
2024	blank-note & Frontwing
2025	Blanket Fort Games
2026	BlankMediaGames
2027	Blast Radius Game Studios
2028	Blaster
2029	Blaster Games Studio
2030	BlastFM
2031	Blastoid Entertainment
2032	BlauwPrint
2033	BLAV
2034	Blazar Games
2035	Blaze Epic
2036	Blaze Forward Games
2037	Blazewing
2038	Blazing Badger
2039	Blazing Bit Games
2040	Blazing Fanfish
2041	Blazing Griffin
2042	Blazing Orb LLC
2043	Blazing Planet Studio
2044	Blazing Stick
2045	Blazing Tree Studio
2046	BLAZORS
2047	Bleeding Edge
2048	Bleeding Edge Studio
2049	Blender Games
2050	Blendo Games
2051	BLESTWORKS
2052	Blet Studio!
2053	BlewScreen
2054	Blind Bird
2055	Blind Mind Studios
2056	Blind Raccoon Studio
2057	Blind Recluse
2058	Blind Sky Studios
2059	Blind Squirrel
2060	Blind Squirrel Games
2061	Blindflug Studios AG
2062	BlinkWorks Media
2063	Blip Haus Design
2064	Blit Software
2065	Blitworks
2066	blizzy Games
2067	Blob Games
2068	Blob Games Studio
2069	Blob Lab
2070	Block Interval
2071	BlockheadGames
2072	BlockTeam
2073	Bloober Team SA
2074	Bloodcraft Dev
2075	Bloodirony
2076	Bloodline Games
2077	Bloodmane Interactive
2078	BloodMoon Games
2079	BloodPixel
2080	Bloodwolf Studio
2081	Bloody Forehead Entertainment
2082	Bloody Pixel
2083	BloodyStation
2084	Bloom Digital Media
2085	Blooming Buds Studio
2086	Blossom Games
2087	Blot Interactive
2088	Blowfish Studios
2089	BluBee Games
2090	Bludgeonsoft
2091	Blue  Blaze Gaming
2092	Blue Bottle Games
2093	Blue Brain Games
2094	Blue Budgie Studios
2095	Blue Byte
2096	Blue Comet Games
2097	Blue Commands
2098	Blue Drop Games
2099	Blue Entropy Studios
2100	Blue Fang
2101	Blue Fiddich???
2102	Blue Gate
2103	Blue Giraffe
2104	Blue Goji
2105	Blue Horizon Studios Ltd
2106	Blue Ice
2107	Blue Isle Studios
2108	Blue Label Studio
2109	Blue Lizard
2110	Blue Lizard Games Inc.
2111	Blue Mammoth Games
2112	Blue Mana
2113	Blue Manchu
2114	Blue Newt Software
2115	Blue Omega Entertainment
2116	Blue Palm Studio
2117	Blue Potion Games
2118	Blue Salt Games
2119	Blue Studio
2120	Blue Sunset Games
2121	Blue Tea Games
2122	Blue Tongue Entertainment
2123	Blue Volcano Studio
2124	Blue Wizard Digital
2125	Blue_Trigger
2126	Blueberry Studio
2127	bluebox interactive
2128	Bluebutton Games
2129	BlueDog
2130	BlueEagle Productions
2131	BlueGiant Interactive
2132	bluehexagons
2133	BlueLine Games
2134	Blueplant Entertainment
2135	Blueprint Reality Inc.
2136	BlueRichter
2137	Blueshift Media
2138	Bluestrike
2139	Blueteak
2140	BlueTreeGames
2141	bluffman
2142	Bluish-Green Productions
2143	Blunt Games
2144	Blup Games
2145	blurredVision
2146	Blyts
2147	Bmc Studio
2148	BME Digital Studios
2149	BnK Team
2150	Bob
2151	Bob Games
2152	BOBAFETTA
2153	Bobbates LLC.
2154	Bobby Zeal
2155	bobbyliciou5
2156	BobTheShoplifter
2157	bocoboc
2158	Boejunda LLC
2159	Bogdan Sychkov
2160	Bogemic Games
2161	BOHDOKUMEN.
2162	Bohemia Interactive
2163	Bohfam
2164	Boiagames
2165	Boidae Games
2166	Bojan Brbora
2167	Bold Pixel
2168	Bolder Games
2169	BolHut
2170	Bolt Creative
2171	Boltok Games
2172	Bolverk Games
2173	Bolv�rk Games
2174	Bomb Shelter Games
2175	Bomber Studio
2176	Bombservice
2177	BOMBZ
2178	BOMHAT and Ezyn
2179	Bon
2180	Boncho Games
2181	Bondo Games
2182	BoneCracker Games
2183	bonefrog
2184	Boneloaf
2185	bones
2186	Bonfire Entertainment
2187	Bonfire Games
2188	Bongfish GmbH
2189	bongjicat
2190	BoninblueDesignLab
2191	Bonion Games
2192	Bonjourcoco
2193	Bono Games
2194	Bonus Level Entertainment
2195	Bony Yousuf
2196	booblyc
2197	Boobs Dev
2198	Boogie Down Games llc
2199	Boogygames Studios
2200	Bookmark Games
2201	Boolat Entertainment
2202	Boolat Games
2203	BoolDog Games
2204	BoomBox
2205	BoomCat Studios
2206	Boomfire Games
2207	Booming Games
2208	BoomTownGames
2209	BOOMZAP
2210	Boomzap Entertainment
2211	Booper Inc
2212	Boosted Games
2213	Booster Space
2214	Bootsnake Games
2215	Boozer Game Studios
2216	Boreal Sun
2217	Borealys Games
2218	BoringGame
2219	BoringKate
2220	Boris Blosse
2221	Boris Zapotocky
2222	Borisoft
2223	Born Lucky Games
2224	Born Ready Games
2225	Born Ready Games Ltd.
2226	Borne Games
2227	Bornteks Entertainment
2228	Borokai Studio
2229	Borov
2230	Borrowed Light Studios
2231	Boss Baddie
2232	Boss Key Productions
2233	Bossa
2234	Bossa Studios
2235	bostjang
2236	BOT Jungle Productions
2237	BotBite Industries
2238	Bottino.Games
2239	BottleCube inc.
2240	bottyann
2241	Bouchard Industries
2242	Boundless Dynamics, LLC
2243	Bourbontank
2244	BouSoft
2245	Bowlcut Studios
2246	boxedworks
2247	Boxelware
2248	BoxFrog Games
2249	Boxhead Games
2250	boxmyth
2251	BoyAndWitch Studio
2252	Boyang Zhou
2253	BplusGames
2254	Brace Yourself Games
2255	Brackish Games
2256	Brad Fairley
2257	Brad Smith
2258	Braden Van Wagenen
2259	Bradley Elam
2260	Bradley Hennessey
2261	Brahn Games
2262	Brain and Nerd Ltd
2263	Brain Bombers
2264	Brain Machine
2265	Brain Seal Ltd
2266	Brain Slap Studio
2267	Brain Stone GmbH
2268	Brain&Brain
2269	Brainagi Games
2270	Brainbox Games
2271	Brainbox Software
2272	Braincells Productions Inc.
2273	Brainchild
2274	Brainduck
2275	BRAINEART
2276	BrainGoodGames
2277	Brainoid
2278	Brainseed Factory
2279	Brainshape Games
2280	BrainStorming Team
2281	BrainStrainStudios
2282	Brainwash Gang
2283	Brainwashing games
2284	Brainy Studio LLC
2285	Branch Games
2286	Brandon Bielski
2287	Brandon Brizzi
2288	Brandon Cobb
2289	Brandon Dominguez
2290	Brandon J Hilde
2291	Brandon Powell
2292	Brandon Rabico
2293	Brandon Serowski
2294	Brandon Slade
2295	Brandon van Doorn
2296	Brantisky Interactive
2297	BrashMonkey
2298	BratAndronik
2299	Brave Bunny
2300	Brave Giant LTD
2301	Brave Little Studios
2302	Brave Rabbit Games
2303	Brave Wolf Studio
2304	Bravery Software
2305	Brawsome
2306	Brayan Delm�e
2307	Brayden Myers
2308	Breachgate
2309	Bread Machine Games
2310	Bread Team
2311	Bread Vision Studios LLC.
2312	Breading Games
2313	Breadmeat
2314	BreakAway Games
2315	Breakfall
2316	Breaking Dimensions
2317	Breakout
2318	Breakpoint
2319	Breeze Interactive
2320	Brenda J. Miller
2321	Brendan Wiltshire
2322	Brent Seeley
2323	Brentinitis
2324	Brett Jackson
2325	Brett Jackson (Jumbli)
2326	Brett Moody
2327	Brett Yeager
2328	Bretwalda Games
2329	Brewsterland Studios
2330	BRHP
2331	Brian Cronin
2332	Brian Cullen
2333	Brian Fitzgerald
2334	Brian Franco
2335	Brian Guidarini
